Haymaker Acquisition Corp. II,9.25,+2.89%,18 656
Haymaker Acquisition Corp. III,3.81,-22.56%,2 661
"Haynes International, Inc.",42.05,+1.84%,1 618
HAYWARD HLDGS INC,11.58,-0.64%,67 697
"HBT Financial, Inc.",18.17,0%,8
"HC2 Holdings, Inc.",1.63,-4.12%,4 774
HCA Healthcare Inc,212.81$,+0.03%,36 006
"HCI Group, Inc.",72.37,+4.19%,1 367
HCM ACQUISITION CORP,10,0%,
"HCP, Inc.",,,
"HD Supply Holdings, Inc.",55.99,0%,
HDFC Bank Limited,62.81,+0.61%,108 386
HeadHunter Group PLC,14.99,0%,
HEALTH ASSURANCE ACQUISITION CORP,9.93,0%,151
"Health Catalyst, Inc",11.28,-38.28%,296 474
"Health Insurance Innovations, Inc.",,,
HEALTH SCIENCES ACQUISITIONS CORP 2,10.01,0%,
HEALTHCARE AI ACQUISITION CORP,9.94,0%,
Healthcare Capital Corp.,10.9,+0.93%,386
Healthcare Realty Trust Incorporated,25.12,-0.5%,189 015
HEALTHCARE SERVICES ACQ CORP,9.89,+0.15%,100
"Healthcare Services Group, Inc.",13.97,-0.39%,26 152
HEALTHCARE TR INC 7.125% CUM RED REP PFD STK SER B,23.16,0%,
HEALTHCARE TR INC 7.375% CUM RED REP PFD STK SER A,24.6,+5.81%,300
"Healthcare Trust of America, Inc.",29.14,-0.24%,1 739 305
HealthCor Catalio Acquisition Corp.,1.89,+8%,6 431
"HealthEquity, Inc.",60.12,+4.87%,29 912
"Healthpeak Properties, Inc.",26.5,-0.26%,222 448
"HealthStream, Inc.",24.13,+0.42%,3 577
HEALTHWELL ACQUISITION CORP I,9.74,0%,
HEAR COM N V,,,
HEART TEST LABORATORIES INC,2.12,-20.6%,21 990
HEARTCORE ENTERPRISES INC,2.67,-7.61%,587
"Heartland Express, Inc.",15.87,+0.63%,5 701
HEARTLAND FINANCIAL USA INC 7% DEP SHS REP 1/40 NON CUM PR PRF SR E,26.45,0%,
"Heartland Financial USA, Inc.",45.28,+0.94%,2 838
Heartland Media Acquisition Corp.,9.98,0%,
"Hebron Technology Co., Ltd.",0.87,-3.32%,7 950
Hecla Mining Company,4.65,-1.9%,325 115
Hecla Mining Company Preferred Stock,,,
Heico Corporation,127.68,+1.04%,2 992
Heico Corporation,157.46,+0.76%,7 666
"Heidrick & Struggles International, Inc.",31.4,+3.56%,7 313
Helen of Troy Limited,129.93,-1.17%,10 111
"Helios Technologies, Inc.",69.63,-0.11%,1 705
"Helius Medical Technologies, Inc.",0.48,-52.77%,758 847
Helix Acquisition Corp.,5.38,+1.51%,457
"Helix Energy Solutions Group, Inc.",3.98,+5.01%,79 536
"Helmerich & Payne, Inc.",40.34,+3.22%,60 892
"Hemisphere Media Group, Inc.",7.8,-2.13%,404
HENNESSY ADVISORS INC 4.875% SENIOR NOTES DUE 31/12/2026,25.2,0%,
"Hennessy Advisors, Inc.",10.2,0%,3
HENNESSY CAP INVESTMENT CORP VI,9.65,0%,
Hennessy Capital Acquisition Corp. IV,3.69,+3.94%,158 765
HENNESSY CAPITAL INVESTMENT CORP V,9.87,0%,
"Henry Schein, Inc.",75.38,+1.62%,20 468
"Hepion Pharmaceuticals, Inc.",0.64,+13.41%,1 156
Herbalife Nutrition Ltd.,27.78,-0.18%,49 916
Herc Holdings Inc.,123.42,+2.13%,4 311
Heritage Commerce Corp,11.85,+3.13%,11 315
Heritage Financial Corporation,25.81,+0.98%,5 235
HERITAGE GLOBAL INC,1.62,+2.53%,682
"Heritage Insurance Holdings, Inc.",3.49,+40.16%,14 333
"Heritage-Crystal Clean, Inc.",35.12,+0.4%,3 557
"Herman Miller, Inc.",38.94,+0.8%,32 265
"Herman Miller, Inc.",30.92,-0.9%,16 203
"Heron Therapeutics, Inc.",3.22,+10.27%,267 864
Hersha Hospitality Trust,10.46,+1.75%,15 642
Hersha Hospitality Trust 6.50% Series D Cumulative Redeemable Preferred Shares of Beneficial Interes,,,
Hersha Hospitality Trust 6.50% Series E Cumulative Redeemable Preferred Shares of Beneficial Interes,,,
Hersha Hospitality Trust 6.875% Series C Cumulative Redeemable Preferred Shares of Beneficial Intere,,,
HERTZ GLOBAL HOLDINGS INC,21.62,+1.17%,284 595
Heska Corporation,87.58,+1.61%,3 579
Hess Corporation,102.96,+3.14%,64 229
Hess Midstream Partners LP,28.47,+0.49%,7 302
Hewlett Packard Enterprise Company,14.34,+0.39%,384 672
Hewlett-Packard,33.58$,+0.95%,330 133
Hexcel Corporation,61.68,-0.08%,11 885
HEXO Corp.,0.21,+1.33%,147 140
HF Enterprises Inc.,0.31,+0.48%,7 870
HF Foods Group Inc.,5.1,-3.95%,889
HF Sinclair Corporation Common Stock,46.11,+1.59%,30 626
HH&L ACQUISITION CO,9.89,+0.3%,215
HHG CAPITAL CORP,9.92,0%,
"Hibbett Sports, Inc.",47.28,-2.01%,10 033
HIGH TIDE INC,1.43,-1.38%,1 097
HighCape Capital Acquisition Corp.,3.82,+5.82%,48 332
Highland Income Fund 5.375% Series A Cumulative Preferred Shares,,,
HIGHLAND TRANSCEND PARTNERS I CORP,9.91,0%,
HIGHPEAK ENERGY INC,21.38,+5.66%,5 813
Highway Holdings Limited,2.22,+29.07%,65 549
"Highwoods Properties, Inc.",33.17,+0.05%,42 153
"Hill International, Inc.",1.7,0%,
Hill-Rom Holdings Inc,155.95,+0.01%,26 409
Hillenbrand Inc,45.5,-1.04%,5 782
HILLEVAX INC,11.28,0%,125
Hilltop Holdings Inc.,28.32,+1.83%,17 617
Hilton Grand Vacations Inc.,41.92,-1.71%,25 776
Hilton Worldwide Holdings Inc.,130.24,-0.61%,33 426
"Himax Technologies, Inc.",6.93,-1.28%,79 164
Hingham Institution for Savings,286,0%,2
"HireQuest, Inc.",14.38,0%,31
HIRERIGHT HOLDINGS CORP,8.32,+2.34%,3 543
HIRERIGHT HOLDINGS CORP,15.66,+2.76%,9 127
HISTOGEN INC,2.38,-22.85%,39 215
HITEK GLOBAL INC,,,
Hive Blockchain Technologies Ltd.,5.02,+2.03%,87 516
"HMN Financial, Inc.",22.51,0%,
HNI Corporation,34.28,-0.09%,4 489
HNR Acquisition Corp,10,0%,
Hoegh LNG Partners LP,9.14,-0.05%,1 000
Hoegh LNG Partners LP 8.75% Series A Cumulative Redeemable Preferred,,,
Holicity Inc.,1.31,-17.61%,254 340
"Holly Energy Partners, L.P.",16.94,+0.12%,6 612
HollyFrontier Corporation,36.4,+1.93%,447 991
"Hollysys Automation Technologies, Ltd.",15.01,-0.46%,3 881
"Hologic, Inc.",71.41,+0.27%,39 384
"Home Bancorp, Inc.",38.98,+1.06%,1 349
"Home BancShares, Inc.",23.89,+1.02%,36 896
Home Depot,309.5$,+0.74%,101 137
"Home Federal Bancorp, Inc. of Louisiana",20.7,0%,
HOME PLATE ACQUISITION CORP,9.8,0%,
HOME PT CAPITAL INCORPORATED,3.74,+5.95%,125
"HomeStreet, Inc.",35.67,-0.53%,3 003
"HomeTrust Bancshares, Inc.",24.63,+0.29%,2 240
"Homology Medicines, Inc.",3,+4.17%,5 548
"Honda Motor Company, Ltd.",25.02,-1.42%,152 299
Honeywell International Inc.,192.3,-0.07%,96 480
Hooker Furniture Corporation,16.13,-2.12%,1 446
HOOKIPA Pharma Inc.,1.62,+5.19%,3 583
"Hope Bancorp, Inc.",14.79,+0.75%,25 149
Horace Mann Educators Corporation,35.19,+4.02%,6 824
HORIZON ACQUISITION CORP II,9.96,+0.15%,100
Horizon Acquisition Corporation,8.53,+3.27%,30 670
"Horizon Bancorp, Inc.",19.17,+1.7%,2 909
Horizon Global Corporation,1.35,0%,222
Horizon Pharma Plc,69.56$,+3.82%,397 692
Horizon Technology Finance Corporation,13.28,-1.41%,3 606
Hormel Foods Corporation,48.9,-0.08%,56 257
"Host Hotels & Resorts, Inc.",14.05,+3.23%,461 438
"Host Hotels & Resorts, Inc.",17.98,+1.55%,558 233
"Hostess Brands, Inc.",22.12,-0.14%,53 608
"Hoth Therapeutics, Inc.",0.48,+2.13%,747
"Houlihan Lokey, Inc.",85.23,-1.15%,7 815
Houston American Energy Corporation,3.73,+4.48%,10 317
Hovnanian Enterprises Inc - Depositary Share representing 1/1000th of 7.625% Series A Preferred Stoc,20.5,0%,
"Hovnanian Enterprises, Inc.",46.42,+0.28%,787
Howard Hughes Corporation (The),71.32,-0.04%,8 470
HOWMET AEROSPACE INC,37.06,-0.13%,77 434
HOWMET AEROSPACE INC $3.75 PREFERRED STOCK,,,
HPX CORP,9.9,0%,3 995
"HSBC Holdings, plc.",32.81,+0.28%,214 393
"HTG Molecular Diagnostics, Inc.",1.15,-7.26%,4 991
HUADI INTERNATIONAL GRP CO LTD,17.23,-4.75%,259
"Huami Corporation American Depositary Shares, each representing four Class A Ordinary Shares",1.69,-0.88%,1 310
Huaneng Power Intl,21.58,+2.62%,3 118
Huazhu Group Limited,39.78,+0.18%,19 868
"Hub Group, Inc.",80.45,+0.8%,6 783
Hubbell Inc,213.71,-0.17%,7 792
"HubSpot, Inc.",372.77,+5.06%,46 353
Hudbay Minerals Inc.,3.69,+2.79%,131 649
Hudson Capital Inc.,2.22,+9.9%,402
HUDSON EXECUTIVE INVESTMENT CORP II,9.87,0%,
Hudson Executive Investment Corp.,1.91,0%,19 686
HUDSON EXECUTIVE INVT CORP III,9.85,+0.1%,700
"Hudson Global, Inc.",28.41,0%,120
HUDSON PAC PPTYS INC 4.75% PFD SER C,,,
"Hudson Pacific Properties, Inc.",14.15,-0.07%,60 680
"Hudson Technologies, Inc.",9.38,+6.71%,107 430
HUIZE HLDG LTD SPON ADS EACH REP 20 ORD SHS CL A,1.14,+1.79%,100
Humana Inc.,483.93,+0.99%,29 646
HUMANCO ACQUISITION CORP,9.9,0%,
HUMANIGEN INC,0.4,+5.68%,691 230
HUNT COMPANIES ACQUISITION CORP I,10.08,0%,
"Hunt Companies Finance Trust, Inc.",2.52,0%,2
HUNTINGTON BANCSHARES INC 5.7%DEP SHS RTG 1/1000TH NON CUM PF SR I,25.35,0%,56
HUNTINGTON BANCSHARES INC DEP SH REP 1/40TH PERP PFD SER H USD25.0,20.58,-0.1%,1 038
Huntington Bancshares Incorporated,13.46,+1.05%,534 462
"Huntington Ingalls Industries, Inc.",227.6,-0.49%,14 942
Huntsman Corporation,28.93,+1.12%,93 883
"Hurco Companies, Inc.",24.94,0%,58
Huron Consulting Group Inc.,67.07,+0.45%,2 368
HUT 8 MINING CORP,2.38,+2.81%,1 018 075
Hutchison China MediTech Limited,13.86,+4.52%,11 615
HUYA Inc.,3.22,-3.45%,46 946
"HV Bancorp, Inc.",20.18,0%,
Hyatt Hotels Corporation,84.74,-1.12%,42 518
HYCROFT MINING HOLDING CORPORATION,1,-4.31%,64 683
HYDROFARM HLDGS GRP INC,2.73,-2.15%,47 324
HyreCar Inc.,0.86,+21.65%,4 969
"Hyster-Yale Materials Handling, Inc.",32.3,-3.87%,1 367
HYWIN HLDG LTD SPON ADS EACH REP 2 ORD SHS,7.35,+1.38%,905
I MAB SPON ADS EACH REP 23 ORD SHS,8.62,-4.65%,14 831
i-80 Gold Corp.,1.94,-0.51%,5 860
"i3 Verticals, Inc.",29.15,-0.73%,4 761
"IAA, Inc.",37.73,-0.21%,17 750
IAC/InterActiveCorp,77.33,+1.91%,11 456
Iamgold Corporation,1.3,-12.46%,840 559
IBERE PHARMACEUTICALS,9.86,0%,500
IBEX HOLDINGS LIMITED,18.81,0%,630
"iBio, Inc.",0.28,+5.07%,80 621
IBM,132.59$,+0.71%,148 681
IBO (Listing Market - NYSE Amex Network B F),24.9,0%,
icad inc.,4.08,+1.49%,2 046
Icahn Enterprises L.P. - Depositary,53.65,+0.87%,13 757
"ICC Holdings, Inc.",16.98,0%,
ICECURE MEDICAL LTD,1.71,0%,
"ICF International, Inc.",98.02,-1.39%,1 241
Ichor Holdings,33.07,-1.37%,2 754
ICICI Bank Limited,21.21,+2.02%,511 174
iClick Interactive Asia Group Limited,0.6,+7.06%,6 011
ICON plc,233.05,+0.74%,10 174
ICONIC SPORTS ACQUISITION CORP,10.06,0%,
ICOSAVAX INC,8.71,+10.25%,4 102
"ICU Medical, Inc.",179.69,+2.3%,6 467
"IDACORP, Inc.",109.46,-1.03%,6 673
"Idaho Strategic Resources, Inc.",6.87,0%,
Ideal Power Inc.,11.76,+6.91%,304
"Ideanomics, Inc.",0.71,-2.02%,87 371
"IDEAYA Biosciences, Inc.",15.74,+0.64%,7 505
"Identiv, Inc.",15.24,-0.39%,3 156
"Idera Pharmaceuticals, Inc.",0.39,-5.12%,500
IDEX BIOMETRICS ASA SPON ADS EACH REP 75 ORD SHS,7.73,0%,
IDEX Corporation,211.92,+0.43%,15 332
"IDEXX Laboratories, Inc.",407.79,+0.75%,20 568
IDT Corporation,26.81,+0.64%,1 603
IDW MEDIA HOLDINGS,1.39,0%,
"IES Holdings, Inc.",31.99,-3.53%,465
"IF Bancorp, Inc.",18.43,0%,
IG ACQUISITION CORP,9.95,0%,
"IGM Biosciences, Inc.",18.9,+2.33%,6 893
"Ignyta, Inc.",47.96,+5.41%,19 761
IGNYTE ACQUISITION CORP,9.92,0%,
"iHeartMedia, Inc.",8.78,+2.21%,40 604
IHS HOLDING LIMITED,8.01,-0.62%,1 448
IHS Markit Ltd.,108.12,,
IHUMAN INC SPON ADS ECH REP 5 CLA A ORD SHS,2.53,0%,
II-VI INC 6.00% MANDATORY CON PFD SER A,223,0%,
II-VI Incorporated,53,-0.77%,52 288
IKENA ONCOLOGY INC,6.02,+8.27%,2 349
Ikonics Corporation,1.42,-3.4%,12 013
Illinois Tool Works Inc.,210.74,+0.61%,70 655
"Illumina, Inc.",223.87,-0.63%,35 266
IM CANNABIS CORP,0.56,+16.67%,4 573
"IMAC Holdings, Inc.",0.99,0%,15
"Image Sensing Systems, Inc.",4.99,0%,
IMAGO BIOSCIENCES INC,16.13,+4.94%,2 776
IMARA INC,1.2,-1.64%,798
Imax Corporation,16.69,-4.36%,31 950
IMEDIA BRANDS INC 8.5% SENIOR NOTES DUE 2026,14.78,+11.97%,200
"iMedia Brands, Inc.",1.39,-6.08%,612
IMMATICS N V,12.45,-1.74%,18 237
Immersion Corporation,5.78,-5.86%,24 168
ImmuCell Corporation,8.79,0%,3
"Immunic, Inc.",5.37,+11.18%,5 268
IMMUNOCORE HLDGS PLC SPON ADS EACH REP ONE ORD SHS,54.57,+8.42%,9 219
"ImmunoGen, Inc.",5.45,+0.37%,262 969
"Immunomedics, Inc.",87.87,0%,
IMMUNOPRECISE ANTIBODIES LTD,3.96,-1%,307
"Immunovant, Inc.",4.74,+8.22%,20 064
Immuron Limited,2.69,+8.47%,200
Immutep Limited,2.23,-5.11%,1 727
"Impac Mortgage Holdings, Inc.",0.46,+12.66%,100
IMPEL NEUROPHARMA INC,8.59,+1.54%,717
Imperial Oil Limited,42.51,+1.8%,235 207
Imperial Petroleum Inc.,0.38,-1.55%,371 935
Imperial Petroleum Inc. - 8.75% Series A Cumulative Redeemable Perpetual Preferred Shares When Issue,18.2,0%,
"Impinj, Inc.",95.14,+0.17%,14 946
IMV Inc.,0.51,0%,
IN8BIO INC,2.17,0%,1
INARI MEDICAL INC,84.75,+4.4%,28 207
INCANNEX HEALTHCARE LTD SPON ADS EACH REP 25 ORD SHS,4.82,+33.15%,1 179
INCEPTION GROWTH ACQUISITION LTD,9.89,0%,
"Income Opportunity Realty Investors, Inc.",13.95,0%,7
Incyte Corporation,72.2,+0.36%,94 742
INDAPTUS THERAPEUTICS INC,3.19,+2.57%,200
"Independence Contract Drilling, Inc.",3.3,-2.51%,4 097
INDEPENDENCE HOLDINGS CORP,9.85,0%,517
"Independence Realty Trust, Inc.",21.1,+0.67%,70 822
Independent Bank Corp.,84.32,+0.91%,4 139
Independent Bank Corporation,20.43,+0.05%,2 267
"Independent Bank Group, Inc",71.8,+1.79%,8 222
India Globalization Capital Inc.,0.56,+2.17%,662
INDONESIA ENERGY CORP LTD,5.91,+2.07%,9 557
INDUSTRIAL HUMAN CAPITAL INC,10.08,0%,
Industrial Logistics Properties Trust,9.34,-1.16%,21 243
INDUSTRIAL TECH ACQUISITIONS II INC,10,0%,
"Industrial Tech Acquisitions, Inc.",5.4,0%,
"Industrias Bachoco, S.A.B. de C.V.",45.77,-0.52%,378
Infinera Corporation,5.02,-1.38%,432 627
INFINITE ACQUISITION CORP,9.9,0%,
"Infinity Pharmaceuticals, Inc.",0.8,+4.85%,16 357
INFINT ACQUISITION CORPORATION,10.1,0%,1 119
InflaRx N.V.,2.93,-4.56%,5 410
INFLECTION PT ACQUISITION CORP,9.68,0%,
INFORMATICA INC,23.47,+0.64%,6 747
Information Analysis Incorporated,1.41,0%,1
"Information Services Group, Inc.",7.67,+3.86%,17 713
Infosys Limited,20.31,+0.72%,305 493
"Infrastructure and Energy Alternatives, Inc.",14.26,+0.28%,43 917
"InfuSystems Holdings, Inc.",7.86,-2.24%,5 493
"ING Group, N.V.",9.75,+2.63%,658 949
Ingersoll-Rand plc (Ireland),49.78,0%,209 261
Ingersoll-Rand plc (Ireland),45.77,+0.44%,31 140
Ingevity Corporation,68.68,-2.87%,2 979
"Ingles Markets, Incorporated",98.25,-0.54%,2 022
Ingredion Incorporated,91.48,+0.41%,8 602
INHIBIKASE THERAPEUTICS INC,0.82,+0.58%,1 200
INHIBRX INC,22.99,+13.87%,20 140
InMode Ltd.,37.95,+1.93%,58 454
INmune Bio Inc.,10.41,+4.73%,951
Innate Pharma S.A.,2.77,0%,
Innodata Inc.,6.9,0%,20
Innospec Inc.,95.28,-0.55%,891
"Innovative Industrial Properties, Inc.",94.28,-3.94%,15 553
"Innovative Industrial Properties, Inc. 9.00% Series A Cumulative Redeemable Preferred Stock",,,
INNOVATIVE INTL ACQUISITION CORP,10.08,0%,
"Innovative Solutions and Support, Inc.",6.26,+1.3%,343
"Innoviva, Inc.",14.43,+0.84%,24 838
InnSuites Hospitality Trust Shares of Beneficial Interest,3.16,+7.12%,552
"Inogen, Inc",27.64,-3.29%,10 417
"Inovio Pharmaceuticals, Inc.",2.37,+4.41%,153 210
INOZYME PHARMA INC,3.62,+1.12%,1 314
Inphi Corporation,158.88,+0.18%,41 043
Inpixon,0.16,-6.01%,191 556
INPOINT COML REAL ESTATE INCOME INC CUM RED PFD STOCK SER A,,,
Inseego Corp.,2.46,-2.38%,31 707
INSIGHT ACQUISITION CORP,9.82,0%,
"Insight Enterprises, Inc.",92.55,-2.13%,4 879
"Insignia Systems, Inc.",9.53,0%,42
"Insmed, Inc.",27.74,+10.61%,93 640
"Insperity, Inc.",109.28,-0.06%,3 629
Inspirato Incorporated,5.03,+1.21%,6 709
"Inspire Medical Systems, Inc.",217.97,+0.28%,18 964
"Inspired Entertainment, Inc.",10.92,+2.15%,6 135
InspireMD Inc.,2,0%,
"Installed Building Products, Inc.",98.83,-5.52%,5 339
"Insteel Industries, Inc.",29.66,+0.75%,2 247
INSTIL BIO INC,6.38,+4.25%,9 429
INSTRUCTURE HLDGS INC,24.74,+1.27%,22 815
"Instructure, Inc.",49,+0.39%,66 315
INSU ACQUISITION CORP III,9.89,+0.1%,100
INSU Acquisition Corp. II,1.03,0%,
Insulet Corporation,267.13,+4.35%,32 503
Insurance Acquisition Corp.,1.4,+17.23%,94 121
Int.Paper,41.83$,-0.12%,99 481
INTAPP INC,15.73,-1.93%,1 171
Integer Holdings Corporation,71.06,+1.54%,3 618
Integra LifeSciences Holdings Corporation,55.82,+1.44%,7 990
INTEGRA RESOURCES CORP,0.67,0%,
INTEGRAL ACQUISITION CORP 1,9.91,0%,
Integrated Media Technology Limited,1.72,-2.82%,18 369
INTEGRATED RAIL & RESOURCES ACQ COR,10.03,+0.2%,114
INTEGRATED WELLNESS ACQUISITION COR,9.97,0%,
"Integrity Applications, Inc.",2,0%,
Intel Corp,35.39$,-0.78%,1 987 110
"Intellia Therapeutics, Inc.",63.28,-3.29%,127 901
"Intellicheck, Inc.",2.61,+0.58%,317
INTELLIGENT MEDICINE ACQ CORP,10.05,+0.1%,500
Intelligent Systems Corporation,24.81,-3.65%,283
INTER & CO INC,3.38,+1.2%,29 904
"Inter Parfums, Inc.",85.13,-1.79%,1 709
"Interactive Brokers Group, Inc.",61.41,+0.77%,23 626
"Intercept Pharmaceuticals, Inc.",16.44,+5.18%,115 702
Intercontinental Exchange Inc.,105.08,-2.24%,171 368
Intercontinental Hotels Group,59.94,-1.61%,3 899
Intercorp Financial Services Inc.,24.05,0%,2
INTERCURE LTD,6.13,-0.97%,1 292
"InterDigital, Inc.",59.01,-4.14%,4 560
"Interface, Inc.",13.14,-10.92%,15 063
INTERLINK ELECTRONICS INC,8.5,0%,
"Internationa Flavors & Fragrances, Inc.",110.95,-2.5%,552 813
"Internationa Flavors & Fragrances, Inc.",126.73,-0.17%,49 925
International Bancshares Corporation,44.32,+2.71%,8 367
International Game Technology,20.61,+0.32%,68 216
INTERNATIONAL GENERAL INSURANCE HOLDINGS LTD,7.45,-2.1%,200
INTERNATIONAL MEDIA ACQUISITION COR,10.11,0%,3 200
"International Money Express, Inc.",24.98,+2.34%,17 306
"International Seaways, Inc.",24.83,+2.43%,5 594
"International Tower Hill Mines, Ltd.",0.55,-8.09%,542
InterPrivate Acquisition Corp.,4.58,+11.98%,54 746
INTERPRIVATE II ACQUISITION CORP,9.84,0%,
INTERPRIVATE III FINL PARTNERS INC,9.86,+0.2%,500
INTERPRIVATE IV INFRATECH PARTNERS,9.83,+0.1%,300
"Interpublic Group of Companies, Inc. (The)",29.02,-1.86%,233 670
inTest Corporation,9.1,+8.85%,365
"Intevac, Inc.",4.8,-3.03%,394
INTL FCStone Inc.,89.95,-0.06%,2 478
Intra-Cellular Therapies Inc.,59.92,+1.89%,55 528
"Intrepid Potash, Inc",42.77,-3.06%,9 409
INTRINSIC MEDICINE INC,,,
INTRUSION INC,3.93,-20.45%,3 615
Intuit Inc.,469.02,+0.55%,51 252
"Intuitive Surgical, Inc.",240.27,-0.9%,72 445
"Inuvo, Inc.",0.48,+3.07%,4 161
Invacare Corporation,1.14,+11.76%,3 056
INVENTIVA SA SPON ADS EACH REP 1 ORD SHS,4.45,0%,
INVENTRUST PPTYS CORP,27.66,+1.1%,5 237
Invesco Bond Fund,16.48,0%,25
Invesco DWA Tactical Multi-Asset Income ETF,10.07,-0.05%,217
Invesco KBW Bank ETF,55.81,+1.23%,38 620
Invesco Ltd,17.92,+0.56%,167 791
INVESCO MORTGAGE CAPITAL INC,17.46,+6.5%,144 349
"INVESCO MORTGAGE CAPITAL INC 7.5% Fixed-to-Floating Series C Cumulative Redeemable Preferred Stock,",,,
Invesco Mortgage Capital Inc. Preferred Series B Cum Fxd to Fltg,,,
Invesco Pennsylvania Value Municipal Income Trust,11.13,0%,162
"Invesco QQQ Trust, Series 1",321.79,-0.78%,4 782 005
Invesco Quality Municipal Income Trust,10.6,-1.4%,1 310
Invesco S&P 500 Equal Weight ETF,145.89,+0.11%,108 162
Invesco S&P 500 Low Volatility ETF,64.16,-0.07%,195 672
Invesco S&P 500 Pure Value ETF,77.3,+0.3%,41 381
Invesco Solar ETF,84.83,+1.59%,324 549
Invesco WilderHill Clean Energy ETF,58.83,+0.57%,2 699
Investar Holding Corporation,22.25,+1.18%,135
"Investcorp Credit Management BDC, Inc.",4.4,+0.34%,200
INVESTCORP EUROPE ACQUISITI CORP I,10.03,0%,
INVESTCORP INDIA ACQUISITION CORP,10.04,0%,
Investindustrial Acquisition Corp.,11,0%,1 983
Investors Real Estate Trust 6.625% Series C Cumulative Redeemable Preferred Shares (Liquidation Pref,,,
Investors Title Company,146.12,+1.78%,2 080
Invitae Corporation,2.3,+9.79%,820 738
Invitation Homes Inc.,37.93,0%,167 812
InVivo Therapeutics Holdings Corp.,8.98,+13.67%,50 129
INVO BIOSCIENCE INC,1.06,+7.16%,100
IO BIOTECH INC,4.03,+0.75%,970
ION Acquisition Corp 1 Ltd.,2.65,-1.49%,18 581
ION Acquisition Corp 2 Ltd.,2.95,+4.24%,3 409
ION ACQUISITION CORP 3 LTD,9.8,0%,
IONEER LTD SPON ADS EACH REP 40 ORD SHS,19.05,+18.32%,1 531
"Ionis Pharmaceuticals, Inc.",45.66,+5.55%,58 848
"Iovance Biotherapeutics, Inc.",12.17,-2.72%,269 954
IPERIONX LTD SPON ADS EACH REP 10 ORD SHS,5.15,+1.98%,700
IPG Photonics Corporation,101.84,-1.91%,8 554
IPOWER INC,1.25,+2.89%,116
IPSIDY INC,3.08,+4.41%,572
"iQIYI, Inc.",3.91,+0.26%,230 527
"IQVIA Holdings, Inc.",234.66,+0.12%,12 294
iRadimed Corporation,37.62,-0.19%,609
"iRhythm Technologies, Inc.",149.72,-2.35%,17 374
IRIDEX Corporation,3.1,0%,
Iridium Communications Inc,45.52,-0.57%,27 800
IRIS ENERGY LTD,4.65,+4.97%,1 176
iRobot Corporation,59.52,+19.1%,1 654 260
Iron Mountain Incorporated (Delaware),52.29,+6.85%,106 874
"Ironwood Pharmaceuticals, Inc.",11.86,+3.36%,204 579
IRSA Inversiones Y Representaciones S.A.,4.28,+5.16%,640
iShares 20+ Year Treasury Bond ETF,116.49,-2.28%,1 431 038
iShares Barclays 7-10 Year Treasury Bond Fund,103.58$,-1.45%,516 771
iShares Barclays Aggregate Bond Fund,102.71$,-1.11%,215 905
iShares Barclays TIPS Bond Fund,115.18$,-1%,188 596
iShares China Large-Cap ETF,30.15$,-1.02%,1 658 287
iShares Cohen & Steers Realty Majors Index Fund (ICF),64.77$,+0.15%,13 151
iShares Core Dividend Growth ETF,50.72,+0.2%,42 873
iShares Core High Dividend ETF,102.03,+0.17%,34 994
iShares Core MSCI EAFE ETF,61.39,-0.79%,646 773
iShares Core MSCI Emerging Markets ETF,49.13,+0.02%,584 446
iShares Core MSCI Total International Stock ETF,58.73,-0.53%,176 366
iShares Core S&P 500 ETF,415.58,-0.17%,555 981
iShares Core S&P Total U.S. Stock Market ETF,92.16,-0.03%,116 252
iShares Core S&P U.S. Value ETF,70.6,+0.18%,30 653
iShares Edge MSCI Intl Quality Factor ETF,32.38,-0.84%,16 466
iShares Edge MSCI Min Vol USA ETF,74.02,+0.18%,264 678
iShares Edge MSCI USA Momentum Factor ETF,140.76,+0.35%,99 620
iShares Edge MSCI USA Quality Factor ETF,122.32,-0.17%,164 189
iShares Edge MSCI USA Value Factor ETF,95.27,-0.16%,78 757
iShares ESG MSCI EAFE ETF,65.39,-0.83%,12 823
iShares ESG MSCI EM ETF,32.08,-0.08%,42 877
iShares ESG MSCI USA ETF,92.42,-0.13%,11 588
iShares Europe ETF,44.33,-0.85%,9 029
iShares Expanded Tech-Software Sector ETF,306.12,+0.19%,263 449
iShares Floating Rate Bond ETF,50.13$,-0.08%,90 909
iShares Global Clean Energy ET,22.43$,+0.79%,415 090
iShares Global Energy ETF,34.14,+1.35%,88 201
iShares Global Financial ETF,68.63,+0.35%,2 120
iShares Gold Trust,33.68$,-1.12%,341 249
iShares iBoxx $ High Yield Corporate Bond ETF,78.04,-0.5%,1 587 050
iShares iBoxx $ Investment Grade Corporate Bond ETF,113.01,-1.36%,847 866
iShares Inc iShares MSCI Brazil ETF,29.76,+1.55%,2 314 504
iShares Inc iShares MSCI Italy ETF,24.63,-0.3%,15 342
iShares Inc iShares MSCI Mexico ETF,45.33,-1.07%,172 569
iShares Inc iShares MSCI Singapore ETF,19.41,0%,14 110
iShares Inc iShares MSCI Spain ETF,22.9,+0.35%,74 615
iShares Inc iShares MSCI Thailand ETF,69.67,0%,103
"iShares J,P. Morgan USD Emerging Markets Bond ETF",88.42,-0.34%,233 495
iShares Latin America 40 ETF,23.71,+1.13%,104 556
iShares MSCI,30.65,-0.52%,117 602
